created_at,closed_at,timeSolve
2019-12-26,2020-01-03,8
2019-12-26,2019-12-26,0
2019-12-26,2019-12-26,0
2019-12-26,2020-01-20,25
2019-12-26,2019-12-26,0
2019-12-26,2019-12-26,0
2019-12-26,2019-12-26,0
2019-12-26,2020-09-03,252
2019-12-26,2019-12-26,0
2019-12-26,2020-01-09,14
2019-12-26,2020-05-02,128
2019-12-26,2020-01-03,8
2019-12-27,2019-12-30,3
2019-12-27,2019-12-29,2
2019-12-27,2020-09-03,251
2019-12-27,2020-06-15,171
2019-12-27,2019-12-27,0
2019-12-27,2019-12-27,0
2019-12-27,2019-12-27,0
2019-12-27,2020-01-03,7
2019-12-27,2019-12-27,0
2019-12-27,2020-02-03,38
2019-12-27,2020-01-03,7
2019-12-28,2019-12-28,0
2019-12-28,2019-12-29,1
2019-12-28,2024-04-08,1563
2019-12-28,2019-12-28,0
2019-12-28,2019-12-29,1
2019-12-28,2019-12-28,0
2019-12-28,2019-12-28,0
2019-12-28,2019-12-28,0
2019-12-28,2019-12-28,0
2019-12-28,2020-02-03,37
2019-12-28,2019-12-28,0
2019-12-28,2019-12-28,0
2019-12-29,2019-12-30,1
2019-12-29,2019-12-29,0
2019-12-29,2021-12-24,726
2019-12-29,2019-12-29,0
2019-12-29,2019-12-29,0
2019-12-29,2019-12-29,0
2019-12-29,2019-12-29,0
2019-12-29,2019-12-29,0
2019-12-29,2019-12-31,2
2019-12-30,2019-12-30,0
2019-12-30,2019-12-31,1
2019-12-30,2019-12-30,0
2019-12-30,2019-12-30,0
2019-12-30,2021-06-21,539
2019-12-30,2019-12-30,0
2019-12-30,2019-12-30,0
2019-12-30,2019-12-30,0
2019-12-30,2020-01-03,4
2019-12-30,2019-12-30,0
2019-12-30,2019-12-30,0
2019-12-30,2020-01-01,2
2019-12-30,2019-12-30,0
2019-12-30,2020-01-01,2
2019-12-30,2020-01-03,4
2019-12-30,2019-12-30,0
2019-12-31,2019-12-31,0
2019-12-31,2019-12-31,0
2019-12-31,2019-12-31,0
2019-12-31,2020-01-01,1
2019-12-31,2019-12-31,0
2020-01-01,2020-01-02,1
2020-01-01,2020-01-03,2
2020-01-01,2020-01-01,0
2020-01-01,2020-01-02,1
2020-01-01,2020-01-03,2
2020-01-02,2020-01-02,0
2020-01-02,2020-01-03,1
2020-01-02,2020-01-17,15
2020-01-02,2020-01-03,1
2020-01-02,2020-01-02,0
2020-01-02,2020-01-02,0
2020-01-02,2020-01-03,1
2020-01-02,2020-09-03,245
2020-01-02,2020-01-03,1
2020-01-02,2020-01-08,6
2020-01-03,2020-01-03,0
2020-01-03,2020-01-04,1
2020-01-03,2020-04-28,116
2020-01-03,2020-01-03,0
2020-01-03,2020-01-17,14
2020-01-03,2020-01-03,0
2020-01-03,2020-01-09,6
2020-01-03,2020-01-03,0
2020-01-03,2020-01-03,0
2020-01-03,2020-01-03,0
2020-01-03,2020-01-16,13
2020-01-03,2020-01-28,25
2020-01-03,2020-01-03,0
2020-01-03,2020-01-23,20
2020-01-03,2020-01-07,4
2020-01-03,2020-01-03,0
2020-01-03,2020-01-03,0
2020-01-03,2020-01-03,0
2020-01-03,2020-01-03,0
2020-01-03,2020-01-29,26
2020-01-03,2020-01-03,0
2020-01-04,2020-01-04,0
2020-01-04,2020-01-07,3
2020-01-04,2020-01-04,0
2020-01-04,2020-01-04,0
2020-01-04,2020-01-04,0
2020-01-04,2020-01-04,0
2020-01-04,2020-01-04,0
2020-01-04,2020-01-04,0
2020-01-04,2020-01-04,0
2020-01-04,2020-01-04,0
2020-01-04,2020-01-04,0
2020-01-04,2020-01-06,2
2020-01-04,2020-01-04,0
2020-01-04,2020-01-04,0
2020-01-04,2020-01-04,0
2020-01-04,2020-01-04,0
2020-01-04,2020-01-04,0
2020-01-04,2021-12-24,720
2020-01-04,2020-01-04,0
2020-01-05,2020-04-06,92
2020-01-05,2020-01-09,4
2020-01-05,2020-09-03,242
2020-01-05,2020-01-06,1
2020-01-06,2020-01-07,1
2020-01-06,2020-04-15,100
2020-01-06,2020-01-06,0
2020-01-06,2020-01-06,0
2020-01-06,2020-01-06,0
2020-01-06,2020-01-06,0
2020-01-06,2023-04-15,1195
2020-01-06,2020-01-08,2
2020-01-06,2020-01-06,0
2020-01-06,2020-01-20,14
2020-01-06,2020-01-19,13
2020-01-06,2020-03-16,70
2020-01-06,2020-01-07,1
2020-01-06,2020-01-07,1
2020-01-07,2020-01-07,0
2020-01-07,2020-01-15,8
2020-01-07,2020-01-07,0
2020-01-07,2020-01-08,1
2020-01-07,2020-02-03,27
2020-01-07,2020-01-20,13
2020-01-07,2020-01-07,0
2020-01-07,2020-01-07,0
2020-01-07,2020-01-07,0
2020-01-07,2020-04-15,99
2020-01-07,2020-01-07,0
2020-01-07,2020-01-07,0
2020-01-07,2020-01-08,1
2020-01-07,2020-01-07,0
2020-01-07,2020-01-08,1
2020-01-07,2020-01-07,0
2020-01-08,2020-02-03,26
2020-01-08,2020-03-20,72
2020-01-08,2020-01-15,7
2020-01-08,2020-01-09,1
2020-01-08,2020-01-09,1
2020-01-08,2020-01-08,0
2020-01-08,2021-09-30,631
2020-01-08,2020-01-08,0
2020-01-08,2020-05-26,139
2020-01-08,2020-08-26,231
2020-01-08,2020-04-14,97
2020-01-09,2020-01-09,0
2020-01-09,2020-01-10,1
2020-01-09,2020-01-09,0
2020-01-09,2020-01-10,1
2020-01-09,2020-01-09,0
2020-01-09,2020-01-09,0
2020-01-09,2020-01-09,0
2020-01-09,2020-01-10,1
2020-01-09,2020-01-10,1
2020-01-09,2023-08-23,1322
2020-01-09,2020-01-09,0
2020-01-09,2020-01-09,0
2020-01-09,2020-01-09,0
2020-01-09,2020-01-09,0
2020-01-09,2020-01-10,1
2020-01-09,2020-01-09,0
2020-01-09,2020-01-09,0
2020-01-09,2022-12-25,1081
2020-01-09,2020-01-19,10
2020-01-09,2020-01-10,1
2020-01-09,2020-02-08,30
2020-01-09,2020-01-09,0
2020-01-09,2020-01-09,0
2020-01-09,2020-01-09,0
2020-01-09,2020-01-20,11
2020-01-09,2020-01-09,0
2020-01-10,2020-01-14,4
2020-01-10,2020-01-20,10
2020-01-10,2020-01-14,4
2020-01-10,2020-01-10,0
2020-01-10,2020-01-10,0
2020-01-10,2020-02-04,25
2020-01-10,2020-11-18,313
2020-01-10,2020-01-10,0
2020-01-10,2020-01-10,0
2020-01-10,2020-01-14,4
2020-01-10,2021-12-24,714
2020-01-10,2020-01-10,0
2020-01-10,2020-09-03,237
2020-01-10,2020-01-10,0
2020-01-10,2020-01-20,10
2020-01-10,2020-01-10,0
2020-01-10,2020-05-26,137
2020-01-10,2020-01-10,0
2020-01-10,2020-01-10,0
2020-01-10,2020-01-10,0
2020-01-10,2020-01-10,0
2020-01-11,2020-02-03,23
2020-01-11,2020-01-11,0
2020-01-11,2020-01-11,0
2020-01-11,2020-01-12,1
2020-01-12,2020-01-13,1
2020-01-12,2020-01-13,1
2020-01-12,2020-01-12,0
2020-01-12,2020-01-13,1
2020-01-12,2020-01-12,0
2020-01-12,2020-01-12,0
2020-01-12,2020-01-12,0
2020-01-12,2020-01-14,2
2020-01-12,2020-01-12,0
2020-01-12,2020-01-13,1
2020-01-13,2020-01-13,0
2020-01-13,2020-01-27,14
2020-01-13,2020-01-15,2
2020-01-13,2020-01-15,2
2020-01-13,2020-01-14,1
2020-01-13,2020-02-05,23
2020-01-13,2020-02-12,30
2020-01-13,2020-01-13,0
2020-01-13,2020-01-13,0
2020-01-13,2024-01-02,1450
2020-01-13,2020-01-13,0
2020-01-13,2020-01-13,0
2020-01-13,2020-01-13,0
2020-01-13,2020-01-13,0
2020-01-13,2020-01-20,7
2020-01-13,2020-09-10,241
2020-01-13,2020-01-13,0
2020-01-14,2020-01-15,1
2020-01-14,2020-01-14,0
2020-01-14,2020-04-28,105
2020-01-14,2020-01-15,1
2020-01-14,2020-01-14,0
2020-01-14,2020-01-15,1
2020-01-14,2020-01-14,0
2020-01-14,2020-01-17,3
2020-01-14,2020-01-14,0
2020-01-14,2020-01-15,1
2020-01-14,2020-01-15,1
2020-01-14,2020-01-14,0
2020-01-14,2020-01-14,0
2020-01-14,2020-01-14,0
2020-01-14,2020-01-20,6
2020-01-14,2020-01-14,0
2020-01-14,2020-01-20,6
2020-01-14,2020-01-14,0
2020-01-14,2020-01-14,0
2020-01-14,2020-09-10,240
2020-01-14,2020-01-14,0
2020-01-15,2020-04-15,91
2020-01-15,2020-01-22,7
2020-01-15,2020-01-23,8
2020-01-15,2020-01-20,5
2020-01-15,2020-01-15,0
2020-01-15,2020-01-20,5
2020-01-15,2020-01-15,0
2020-01-15,2020-01-15,0
2020-01-15,2020-01-15,0
2020-01-15,2020-01-20,5
2020-01-15,2020-01-20,5
2020-01-15,2020-02-27,43
2020-01-15,2020-09-03,232
2020-01-15,2020-01-16,1
2020-01-15,2020-01-20,5
2020-01-15,2020-01-20,5
2020-01-15,2020-01-15,0
2020-01-15,2020-01-15,0
2020-01-16,2020-01-16,0
2020-01-16,2020-04-15,90
2020-01-16,2020-01-16,0
2020-01-16,2020-03-02,46
2020-01-16,2020-01-20,4
2020-01-16,2020-01-16,0
2020-01-16,2020-01-16,0
2020-01-16,2020-01-16,0
2020-01-16,2020-01-16,0
2020-01-16,2020-01-16,0
2020-01-16,2020-01-23,7
2020-01-17,2020-01-20,3
2020-01-17,2020-01-17,0
2020-01-17,2020-01-17,0
2020-01-17,2020-01-17,0
2020-01-17,2020-09-09,236
2020-01-17,2020-01-17,0
2020-01-17,2020-01-17,0
2020-01-17,2020-01-17,0
2020-01-17,2020-01-21,4
2020-01-17,2020-04-15,89
2020-01-17,2020-01-17,0
2020-01-17,2020-01-20,3
2020-01-17,2020-03-11,54
2020-01-17,2020-01-22,5
2020-01-17,2020-01-17,0
2020-01-17,2020-02-03,17
2020-01-18,2020-01-19,1
2020-01-18,2020-01-18,0
2020-01-18,2023-01-06,1084
2020-01-18,2020-01-20,2
2020-01-18,2020-01-20,2
2020-01-18,2020-01-19,1
2020-01-18,2022-04-30,833
2020-01-18,2020-04-15,88
2020-01-18,2021-02-11,390
2020-01-18,2020-08-18,213
2020-01-19,2020-01-20,1
2020-01-19,2020-01-20,1
2020-01-19,2020-01-20,1
2020-01-19,2020-01-20,1
2020-01-19,2020-08-30,224
2020-01-19,2020-06-03,136
2020-01-19,2020-01-20,1
2020-01-19,2020-01-19,0
2020-01-19,2020-01-19,0
2020-01-19,2021-11-18,669
2020-01-20,2020-01-20,0
2020-01-20,2020-01-20,0
2020-01-20,2020-01-20,0
2020-01-20,2020-01-20,0
2020-01-20,2020-01-20,0
2020-01-20,2020-01-20,0
2020-01-20,2020-01-20,0
2020-01-20,2020-01-21,1
2020-01-20,2020-01-20,0
2020-01-20,2020-01-20,0
2020-01-20,2020-04-15,86
2020-01-20,2020-01-20,0
2020-01-21,2020-01-21,0
2020-01-21,2020-01-22,1
2020-01-21,2024-02-22,1493
2020-01-21,2020-01-21,0
2020-01-21,2020-01-21,0
2020-01-21,2020-01-22,1
2020-01-21,2020-01-21,0
2020-01-21,2020-01-21,0
2020-01-21,2020-02-03,13
2020-01-21,2020-01-21,0
2020-01-21,2020-01-21,0
2020-01-21,2020-01-21,0
2020-01-21,2020-01-21,0
2020-01-21,2020-01-21,0
2020-01-21,2021-01-03,348
2020-01-21,2020-01-21,0
2020-01-21,2020-01-21,0
2020-01-21,2020-06-03,134
2020-01-21,2020-01-21,0
2020-01-21,2020-01-21,0
2020-01-22,2020-01-27,5
2020-01-22,2020-01-26,4
2020-01-22,2020-01-22,0
2020-01-22,2020-01-22,0
2020-01-22,2020-01-23,1
2020-01-22,2020-02-14,23
2020-01-22,2020-01-22,0
2020-01-22,2020-01-24,2
2020-01-22,2020-01-23,1
2020-01-22,2020-08-24,215
2020-01-22,2020-01-30,8
2020-01-22,2020-01-22,0
2020-01-22,2020-01-25,3
2020-01-22,2020-01-22,0
2020-01-22,2020-01-22,0
2020-01-22,2020-01-23,1
2020-01-22,2020-01-22,0
2020-01-22,2020-01-22,0
2020-01-22,2020-01-22,0
2020-01-22,2020-01-22,0
2020-01-22,2020-01-22,0
2020-01-22,2020-01-27,5
2020-01-22,2020-01-22,0
2020-01-22,2020-01-23,1
2020-01-23,2020-01-23,0
2020-01-23,2020-01-23,0
2020-01-23,2020-01-23,0
2020-01-23,2020-01-23,0
2020-01-23,2020-01-23,0
2020-01-23,2020-02-03,11
2020-01-23,2020-01-23,0
2020-01-23,2020-05-22,120
2020-01-23,2020-01-23,0
2020-01-23,2022-01-12,720
2020-01-23,2020-01-23,0
2020-01-23,2020-01-29,6
2020-01-23,2020-01-28,5
2020-01-23,2020-01-23,0
2020-01-23,2020-01-23,0
2020-01-23,2020-02-27,35
2020-01-23,2020-01-23,0
2020-01-23,2020-01-23,0
2020-01-23,2020-01-23,0
2020-01-23,2020-01-24,1
2020-01-23,2020-01-23,0
2020-01-23,2020-01-23,0
2020-01-23,2020-01-26,3
2020-01-24,2020-01-24,0
2020-01-24,2020-01-25,1
2020-01-24,2020-01-24,0
2020-01-24,2020-01-25,1
2020-01-24,2020-01-24,0
2020-01-24,2020-01-24,0
2020-01-24,2020-01-24,0
2020-01-24,2021-04-12,444
2020-01-24,2024-04-08,1536
2020-01-24,2020-01-27,3
2020-01-24,2020-05-22,119
2020-01-24,2020-01-27,3
2020-01-24,2020-01-24,0
2020-01-24,2020-01-26,2
2020-01-25,2020-01-26,1
2020-01-25,2020-01-25,0
2020-01-25,2020-01-26,1
2020-01-25,2020-01-25,0
2020-01-25,2020-01-25,0
2020-01-25,2020-09-12,231
2020-01-26,2020-06-22,148
2020-01-26,2020-01-26,0
2020-01-26,2020-01-26,0
2020-01-26,2020-01-26,0
2020-01-26,2020-01-26,0
2020-01-26,2020-01-27,1
2020-01-26,2020-01-27,1
2020-01-26,2020-02-22,27
2020-01-27,2020-01-27,0
2020-01-27,2020-01-28,1
2020-01-27,2020-03-10,43
2020-01-27,2020-01-28,1
2020-01-27,2020-01-28,1
2020-01-27,2020-01-27,0
2020-01-27,2020-01-27,0
2020-01-27,2020-01-27,0
2020-01-27,2020-01-28,1
2020-01-27,2020-01-30,3
2020-01-27,2020-01-27,0
2020-01-27,2020-01-27,0
2020-01-27,2020-09-12,229
2020-01-27,2020-01-27,0
2020-01-27,2020-02-27,31
2020-01-27,2020-01-27,0
2020-01-27,2020-01-27,0
2020-01-27,2020-01-27,0
2020-01-27,2020-09-10,227
2020-01-27,2020-01-27,0
2020-01-27,2020-01-27,0
2020-01-28,2020-01-28,0
2020-01-28,2020-01-28,0
2020-01-28,2021-01-18,356
2020-01-28,2020-01-28,0
2020-01-28,2020-05-25,118
2020-01-28,2020-03-02,34
2020-01-28,2020-01-28,0
2020-01-28,2020-01-28,0
2020-01-28,2020-01-28,0
2020-01-28,2020-01-28,0
2020-01-28,2020-01-28,0
2020-01-28,2020-08-24,209
2020-01-28,2020-01-28,0
2020-01-28,2020-02-07,10
2020-01-28,2020-03-23,55
2020-01-28,2020-01-28,0
2020-01-28,2020-05-22,115
2020-01-29,2020-01-30,1
2020-01-29,2020-02-01,3
2020-01-29,2020-02-08,10
2020-01-29,2020-01-30,1
2020-01-29,2020-02-10,12
2020-01-29,2020-04-14,76
2020-01-29,2020-01-29,0
2020-01-29,2020-01-30,1
2020-01-29,2020-01-29,0
2020-01-29,2020-04-15,77
2020-01-29,2020-01-29,0
2020-01-29,2020-01-29,0
2020-01-29,2020-01-29,0
2020-01-29,2020-01-29,0
2020-01-29,2020-01-29,0
2020-01-30,2020-01-31,1
2020-01-30,2020-01-30,0
2020-01-30,2020-01-31,1
2020-01-30,2020-02-19,20
2020-01-30,2020-01-31,1
2020-01-30,2020-01-31,1
2020-01-30,2020-02-03,4
2020-01-30,2020-01-30,0
2020-01-30,2020-01-30,0
2020-01-30,2020-01-30,0
2020-01-30,2020-03-16,46
2020-01-30,2021-04-12,438
2020-01-30,2020-01-30,0
2020-01-30,2020-01-30,0
2020-01-30,2020-01-31,1
2020-01-30,2020-01-30,0
2020-01-30,2020-01-30,0
2020-01-30,2020-01-30,0
2020-01-30,2020-01-30,0
2020-01-30,2020-02-01,2
2020-01-31,2020-02-18,18
2020-01-31,2020-02-01,1
2020-01-31,2020-02-01,1
2020-01-31,2020-09-03,216
2020-01-31,2020-02-01,1
2020-01-31,2020-02-01,1
2020-01-31,2020-02-02,2
2020-01-31,2020-01-31,0
2020-01-31,2020-02-01,1
2020-01-31,2020-02-03,3
2020-01-31,2020-06-05,126
2020-01-31,2020-02-01,1
2020-01-31,2020-05-12,102
2020-01-31,2020-02-01,1
2020-01-31,2020-02-11,11
2020-01-31,2020-04-15,75
2020-01-31,2020-02-12,12
2020-01-31,2020-01-31,0
2020-01-31,2020-01-31,0
2020-01-31,2020-02-01,1
2020-01-31,2020-01-31,0
2020-02-01,2020-02-01,0
2020-02-01,2020-02-01,0
2020-02-01,2021-04-12,436
2020-02-01,2020-02-01,0
2020-02-02,2020-02-03,1
2020-02-02,2020-02-03,1
2020-02-02,2021-04-12,435
2020-02-02,2020-03-16,43
2020-02-02,2020-02-02,0
2020-02-02,2020-02-03,1
2020-02-02,2020-02-02,0
2020-02-02,2020-02-03,1
2020-02-03,2020-02-28,25
2020-02-03,2020-02-03,0
2020-02-03,2020-02-14,11
2020-02-03,2020-06-22,140
2020-02-03,2020-02-04,1
2020-02-03,2020-02-03,0
2020-02-03,2020-02-03,0
2020-02-03,2020-02-03,0
2020-02-03,2020-02-03,0
2020-02-03,2020-09-10,220
2020-02-03,2020-02-03,0
2020-02-03,2020-02-03,0
2020-02-03,2020-04-15,72
2020-02-03,2020-02-03,0
2020-02-03,2020-09-03,213
2020-02-03,2020-02-03,0
2020-02-04,2020-02-04,0
2020-02-04,2020-02-05,1
2020-02-04,2020-02-28,24
2020-02-04,2020-02-04,0
2020-02-04,2020-02-04,0
2020-02-04,2020-02-04,0
2020-02-04,2020-05-29,115
2020-02-04,2020-02-04,0
2020-02-04,2020-02-04,0
2020-02-04,2022-11-14,1014
2020-02-04,2020-02-12,8
2020-02-04,2020-02-04,0
2020-02-04,2020-09-03,212
2020-02-04,2020-02-04,0
2020-02-04,2020-02-06,2
2020-02-05,2020-02-05,0
2020-02-05,2020-04-07,62
2020-02-05,2020-02-05,0
2020-02-05,2020-02-05,0
2020-02-05,2020-02-05,0
2020-02-05,2020-02-05,0
2020-02-05,2021-04-12,432
2020-02-05,2020-02-13,8
2020-02-05,2020-02-05,0
2020-02-05,2020-02-05,0
2020-02-05,2020-02-14,9
2020-02-05,2020-02-07,2
2020-02-05,2020-02-05,0
2020-02-06,2020-02-07,1
2020-02-06,2020-02-18,12
2020-02-06,2020-02-13,7
2020-02-06,2020-02-06,0
2020-02-06,2020-02-07,1
2020-02-06,2020-02-07,1
2020-02-07,2020-02-12,5
2020-02-07,2020-02-08,1
2020-02-07,2020-02-08,1
2020-02-07,2020-02-13,6
2020-02-07,2020-02-07,0
2020-02-07,2020-02-07,0
2020-02-07,2020-02-11,4
2020-02-07,2020-02-07,0
2020-02-07,2020-02-11,4
2020-02-07,2020-02-07,0
2020-02-08,2020-02-10,2
2020-02-08,2020-02-08,0
2020-02-08,2020-04-10,62
2020-02-08,2020-09-10,215
2020-02-08,2020-02-10,2
2020-02-08,2020-02-13,5
2020-02-08,2020-02-08,0
2020-02-08,2020-02-14,6
2020-02-08,2020-02-13,5
2020-02-08,2020-02-12,4
2020-02-08,2020-02-08,0
2020-02-08,2020-02-08,0
2020-02-08,2020-02-10,2
2020-02-09,2020-02-13,4
2020-02-09,2020-02-10,1
2020-02-09,2020-02-10,1
2020-02-09,2020-02-10,1
2020-02-09,2020-06-18,130
2020-02-09,2020-02-10,1
2020-02-09,2020-02-12,3
2020-02-10,2020-02-14,4
2020-02-10,2020-02-10,0
2020-02-10,2020-02-10,0
2020-02-10,2020-02-10,0
2020-02-10,2020-02-11,1
2020-02-10,2020-09-10,213
2020-02-10,2020-02-10,0
2020-02-11,2020-02-11,0
2020-02-11,2020-02-11,0
2020-02-11,2020-09-10,212
2020-02-11,2020-09-10,212
2020-02-11,2020-04-15,64
2020-02-11,2020-02-12,1
2020-02-11,2020-02-12,1
2020-02-11,2020-02-11,0
2020-02-11,2020-02-11,0
2020-02-11,2020-05-18,97
2020-02-11,2020-02-11,0
2020-02-11,2020-02-13,2
2020-02-11,2020-02-11,0
2020-02-12,2020-02-13,1
2020-02-12,2020-02-13,1
2020-02-12,2020-09-10,211
2020-02-12,2020-02-12,0
2020-02-12,2020-02-12,0
2020-02-12,2020-02-13,1
2020-02-12,2020-02-12,0
2020-02-12,2020-05-19,97
2020-02-12,2020-02-12,0
2020-02-12,2020-02-12,0
2020-02-12,2020-02-12,0
2020-02-12,2020-02-13,1
2020-02-13,2020-02-13,0
2020-02-13,2020-02-13,0
2020-02-13,2020-03-26,42
2020-02-13,2020-09-10,210
2020-02-13,2020-03-10,26
2020-02-13,2020-02-14,1
2020-02-13,2020-02-13,0
2020-02-13,2020-02-13,0
2020-02-13,2020-02-13,0
2020-02-13,2020-02-13,0
2020-02-13,2020-02-13,0
2020-02-13,2020-02-13,0
2020-02-13,2020-02-13,0
2020-02-13,2020-02-13,0
2020-02-13,2020-02-26,13
2020-02-14,2020-02-14,0
2020-02-14,2020-04-06,52
2020-02-14,2020-02-14,0
2020-02-14,2020-02-14,0
2020-02-14,2020-02-14,0
2020-02-14,2020-04-20,66
2020-02-14,2020-02-14,0
2020-02-14,2020-02-21,7
2020-02-14,2020-03-19,34
2020-02-14,2020-02-21,7
